0.000000000000000000e+00,6.280000000000000000e+02,8.890000000000000000e+02,7.670000000000000000e+02,5.000000000000000000e+00,2.480000000000000000e+02,6.500000000000000000e+02,1.100000000000000000e+01,1.337000000000000000e+03,0.000000000000000000e+00,3.190000000000000000e+02,1.980000000000000000e+03,6.640000000000000000e+02,5.652000000000000000e+03,1.600000000000000000e+01,8.150000000000000000e+02,0.000000000000000000e+00,2.482000000000000000e+03,1.680000000000000000e+03,2.318000000000000000e+03,2.100000000000000000e+02,9.220000000000000000e+02,1.550000000000000000e+02,3.000000000000000000e+00,2.880000000000000000e+02,1.200000000000000000e+01
3.350000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,2.756000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.700000000000000000e+01,8.000000000000000000e+01,0.000000000000000000e+00,6.440000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,4.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.980000000000000000e+02,9.500000000000000000e+01,2.700000000000000000e+01,7.890000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.470000000000000000e+02,0.000000000000000000e+00
1.096000000000000000e+03,0.000000000000000000e+00,2.160000000000000000e+02,1.000000000000000000e+00,7.380000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,7.140000000000000000e+02,4.200000000000000000e+02,0.000000000000000000e+00,8.700000000000000000e+01,3.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.147000000000000000e+03,0.000000000000000000e+00,9.700000000000000000e+01,3.810000000000000000e+02,2.000000000000000000e+00,5.600000000000000000e+02,3.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.850000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+00,8.700000000000000000e+01,1.474000000000000000e+03,1.700000000000000000e+01,9.800000000000000000e+01,1.000000000000000000e+00,1.083000000000000000e+03,3.000000000000000000e+00,0.000000000000000000e+00,1.130000000000000000e+02,1.230000000000000000e+02,3.500000000000000000e+01,6.530000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,5.100000000000000000e+01,1.000000000000000000e+00,1.910000000000000000e+02,4.800000000000000000e+01,1.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.053000000000000000e+03,3.300000000000000000e+01,1.106000000000000000e+03,2.770000000000000000e+02,1.475000000000000000e+03,3.560000000000000000e+02,2.260000000000000000e+02,6.000000000000000000e+01,7.810000000000000000e+02,2.100000000000000000e+01,2.300000000000000000e+01,2.194000000000000000e+03,6.770000000000000000e+02,3.082000000000000000e+03,6.500000000000000000e+01,3.250000000000000000e+02,1.280000000000000000e+02,4.008000000000000000e+03,1.576000000000000000e+03,1.002000000000000000e+03,1.000000000000000000e+01,9.210000000000000000e+02,8.500000000000000000e+01,4.500000000000000000e+02,9.300000000000000000e+01,2.000000000000000000e+00
5.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.880000000000000000e+02,2.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,5.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.459000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,5.560000000000000000e+02,1.000000000000000000e+00,2.220000000000000000e+02,2.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00
3.940000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,6.290000000000000000e+02,0.000000000000000000e+00,3.300000000000000000e+01,7.400000000000000000e+02,3.610000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.670000000000000000e+02,2.000000000000000000e+00,4.700000000000000000e+01,4.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,6.740000000000000000e+02,3.000000000000000000e+00,1.600000000000000000e+01,1.990000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.493000000000000000e+03,2.500000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,5.786000000000000000e+03,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,2.300000000000000000e+01,5.000000000000000000e+01,7.000000000000000000e+00,1.559000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.370000000000000000e+02,3.000000000000000000e+00,1.260000000000000000e+02,1.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00
2.820000000000000000e+02,2.240000000000000000e+02,1.085000000000000000e+03,4.250000000000000000e+02,9.510000000000000000e+02,5.290000000000000000e+02,6.370000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.510000000000000000e+02,1.029000000000000000e+03,6.510000000000000000e+02,6.724000000000000000e+03,1.701000000000000000e+03,7.600000000000000000e+01,0.000000000000000000e+00,6.310000000000000000e+02,1.810000000000000000e+03,3.313000000000000000e+03,1.000000000000000000e+01,5.550000000000000000e+02,0.000000000000000000e+00,2.400000000000000000e+01,0.000000000000000000e+00,1.130000000000000000e+02
1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.280000000000000000e+02,2.600000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00,2.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01,2.000000000000000000e+00,3.290000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.171000000000000000e+03,6.000000000000000000e+00,2.600000000000000000e+01,1.140000000000000000e+02,1.354000000000000000e+03,1.400000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,1.866000000000000000e+03,0.000000000000000000e+00,1.180000000000000000e+02,1.091000000000000000e+03,8.200000000000000000e+01,2.300000000000000000e+01,9.440000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,5.300000000000000000e+01,6.100000000000000000e+01,2.730000000000000000e+02,1.870000000000000000e+02,7.700000000000000000e+01,1.100000000000000000e+02,0.000000000000000000e+00,1.590000000000000000e+02,0.000000000000000000e+00
1.408000000000000000e+03,9.800000000000000000e+01,0.000000000000000000e+00,2.900000000000000000e+01,1.432000000000000000e+03,4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.076000000000000000e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000000e+01,1.610000000000000000e+02,1.400000000000000000e+01,1.029000000000000000e+03,5.020000000000000000e+02,0.000000000000000000e+00,5.470000000000000000e+02,1.760000000000000000e+02,1.100000000000000000e+01,6.780000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.550000000000000000e+02,0.000000000000000000e+00
4.300000000000000000e+02,9.700000000000000000e+01,1.091000000000000000e+03,8.760000000000000000e+02,1.497000000000000000e+03,1.710000000000000000e+02,5.550000000000000000e+02,1.000000000000000000e+01,6.410000000000000000e+02,4.800000000000000000e+01,7.200000000000000000e+01,3.110000000000000000e+02,6.000000000000000000e+00,7.430000000000000000e+02,2.290000000000000000e+03,1.700000000000000000e+01,3.800000000000000000e+01,8.100000000000000000e+01,5.550000000000000000e+02,1.613000000000000000e+03,1.360000000000000000e+02,1.640000000000000000e+02,9.400000000000000000e+01,3.400000000000000000e+01,9.300000000000000000e+01,1.000000000000000000e+00
6.200000000000000000e+01,2.340000000000000000e+02,1.650000000000000000e+02,2.010000000000000000e+02,6.200000000000000000e+01,2.972000000000000000e+03,9.100000000000000000e+01,5.900000000000000000e+01,2.660000000000000000e+02,9.100000000000000000e+01,1.960000000000000000e+02,4.990000000000000000e+02,1.161000000000000000e+03,2.755000000000000000e+03,9.060000000000000000e+02,4.130000000000000000e+02,4.000000000000000000e+00,2.238000000000000000e+03,7.920000000000000000e+02,7.440000000000000000e+02,3.420000000000000000e+03,5.480000000000000000e+02,6.720000000000000000e+02,2.000000000000000000e+00,5.300000000000000000e+01,2.000000000000000000e+00
